userid,nombre,email,passwd,genero,provincia,votos,rating
94909,Ale Cortés Sanmartín,ale.cortes.sanmartin@ejemplo.com,1234,M,Chimborazo,348.0,3.4482758620689653
21278,Julie Toro Moraleda,julie.toro.moraleda@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,345.0,3.281159420289855
4039,Zaida Delgado Redondo,zaida.delgado.redondo@ejemplo.com,1234,F,Esmeraldas,345.0,3.449275362318841
786,Amparo Arribas Sanjuan,amparo.arribas.sanjuan@ejemplo.com,1234,M,Imbabura,342.0,2.482456140350877
50751,Florina Bru,florina.bru@ejemplo.com,1234,F,Loja,342.0,4.135964912280702
93692,Lupita Lerma-Ordóñez,lupita.lerma-ordoñez@ejemplo.com,1234,M,Santa Elena,335.0,4.077611940298508
66115,Salvador Gálvez Corbacho,salvador.galvez.corbacho@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,333.0,1.3708708708708708
5192,Renata de Zaragoza,renata.de.zaragoza@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,331.0,4.081570996978852
61678,Candela Roca Cánovas,candela.roca.canovas@ejemplo.com,1234,F,Santa Elena,330.0,4.1469696969696965
127779,Carmina Lladó Casas,carmina.llado.casas@ejemplo.com,1234,F,Carchi,328.0,3.3658536585365852
40826,Javiera Cuevas Barragán,javiera.cuevas.barragan@ejemplo.com,1234,F,Chimborazo,327.0,3.363914373088685
84899,Sebastian Ariño Roldan,sebastian.ariño.roldan@ejemplo.com,1234,F,Pastaza,326.0,3.535276073619632
116987,Luis Ángel Salamanca Nicolau,luis.angel.salamanca.nicolau@ejemplo.com,1234,F,Tungurahua,325.0,3.5307692307692307
130746,Griselda Cerdá Luque,griselda.cerda.luque@ejemplo.com,1234,M,Morona Santiago,325.0,3.5953846153846154
60590,Guiomar Guerra Cortina,guiomar.guerra.cortina@ejemplo.com,1234,M,Carchi,324.0,2.95679012345679
52697,Vera Portillo Mir,vera.portillo.mir@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,323.0,4.095975232198143
72846,Atilio Gual,atilio.gual@ejemplo.com,1234,M,Esmeraldas,323.0,4.314241486068111
130262,Patricia Goicoechea Exposito,patricia.goicoechea.exposito@ejemplo.com,1234,M,Zamora Chinchipe,322.0,2.265527950310559
46906,Ximena Gascón Benet,ximena.gascon.benet@ejemplo.com,1234,M,Orellana,320.0,3.396875
122368,Camila Boada-Dueñas,camila.boada-dueñas@ejemplo.com,1234,M,El Oro,320.0,3.3109375
24769,Lola Fuente Olivé,lola.fuente.olive@ejemplo.com,1234,M,Pastaza,318.0,3.4544025157232703
65155,Nilda Arenas Riera,nilda.arenas.riera@ejemplo.com,1234,M,Los Ríos,317.0,3.313880126182965
75466,Virgilio Hernando-Torralba,virgilio.hernando-torralba@ejemplo.com,1234,M,Cotopaxi,316.0,4.150316455696203
85495,Fabián Isidoro Fuertes Girona,fabian.isidoro.fuertes.girona@ejemplo.com,1234,M,Tungurahua,314.0,2.8678343949044587
130477,Jesús de Ferreras,jesus.de.ferreras@ejemplo.com,1234,M,Imbabura,313.0,2.5047923322683707
14616,Azucena Serrano,azucena.serrano@ejemplo.com,1234,M,Guayas,312.0,4.078525641025641
37722,Luis Donaire Alfaro,luis.donaire.alfaro@ejemplo.com,1234,M,Manabí,311.0,3.5916398713826365
29707,Albina Expósito Cantero,albina.exposito.cantero@ejemplo.com,1234,M,Santa Elena,311.0,3.805466237942122
27649,Quique Sobrino Bartolomé,quique.sobrino.bartolome@ejemplo.com,1234,F,Tungurahua,310.0,3.7580645161290325
56867,Aristides Mármol,aristides.marmol@ejemplo.com,1234,F,Pastaza,309.0,3.7686084142394822
77204,Leticia Novoa Haro,leticia.novoa.haro@ejemplo.com,1234,F,Loja,308.0,3.5275974025974026
98206,Azeneth Real Murillo,azeneth.real.murillo@ejemplo.com,1234,M,Imbabura,308.0,2.8701298701298703
109002,Domingo Desiderio Fernandez Acevedo,domingo.desiderio.fernandez.acevedo@ejemplo.com,1234,F,Orellana,307.0,2.6530944625407167
81267,Isaac Samper Camacho,isaac.samper.camacho@ejemplo.com,1234,F,El Oro,306.0,3.4493464052287583
120748,Olalla Bayona Malo,olalla.bayona.malo@ejemplo.com,1234,M,Loja,306.0,3.5326797385620914
85811,Edelmira de Cabello,edelmira.de.cabello@ejemplo.com,1234,M,Galápagos,306.0,2.7777777777777777
54599,Herberto Hernando Colom Piñeiro,herberto.hernando.colom.piñeiro@ejemplo.com,1234,M,Imbabura,305.0,2.960655737704918
119465,Carolina Pedraza Oliver,carolina.pedraza.oliver@ejemplo.com,1234,F,Pastaza,305.0,3.4475409836065576
12597,Tomás Expósito-Guijarro,tomas.exposito-guijarro@ejemplo.com,1234,F,Zamora Chinchipe,305.0,3.398360655737705
57073,Flavio Berrocal Valcárcel,flavio.berrocal.valcarcel@ejemplo.com,1234,M,Manabí,302.0,3.8245033112582782
86471,Pelayo Muro-Arranz,pelayo.muro-arranz@ejemplo.com,1234,F,Santa Elena,301.0,4.32890365448505
43303,Chuy Salmerón Cabo,chuy.salmeron.cabo@ejemplo.com,1234,F,Imbabura,299.0,3.847826086956522
121404,Demetrio de Pujadas,demetrio.de.pujadas@ejemplo.com,1234,F,Sucumbíos,299.0,3.8846153846153846
115393,María Rojas Terrón,maria.rojas.terron@ejemplo.com,1234,F,Orellana,297.0,3.808080808080808
127501,Erasmo Bonet Catalá,erasmo.bonet.catala@ejemplo.com,1234,M,El Oro,297.0,2.941077441077441
5973,Marcelino del Paz,marcelino.del.paz@ejemplo.com,1234,F,Santa Elena,296.0,3.758445945945946
111818,Iris Dolores Merino Pastor,iris.dolores.merino.pastor@ejemplo.com,1234,M,Pichincha,294.0,3.380952380952381
1705,Primitivo Julián,primitivo.julian@ejemplo.com,1234,F,Napo,292.0,3.856164383561644
11406,Estrella Estrada,estrella.estrada@ejemplo.com,1234,M,Pichincha,292.0,4.075342465753424
26921,Marina Canales Ramón,marina.canales.ramon@ejemplo.com,1234,F,Tungurahua,292.0,3.38527397260274
20974,Marcial Aguilera Robledo,marcial.aguilera.robledo@ejemplo.com,1234,M,Los Ríos,288.0,3.9270833333333335
89508,Hector Calleja-Barón,hector.calleja-baron@ejemplo.com,1234,M,Tungurahua,287.0,3.667247386759582
94953,María Del Carmen Mayo Gárate,maria.del.carmen.mayo.garate@ejemplo.com,1234,M,Cañar,285.0,2.8105263157894735
63834,Segismundo de Antón,segismundo.de.anton@ejemplo.com,1234,M,Bolívar,285.0,4.689473684210526
93273,Olga del Porras,olga.del.porras@ejemplo.com,1234,M,Morona Santiago,280.0,2.9035714285714285
136278,Consuela Juana Ródenas Peralta,consuela.juana.rodenas.peralta@ejemplo.com,1234,F,Galápagos,277.0,3.240072202166065
55441,Álvaro del Peña,alvaro.del.peña@ejemplo.com,1234,M,Galápagos,277.0,2.7725631768953067
75120,Curro de Fabregat,curro.de.fabregat@ejemplo.com,1234,M,Chimborazo,277.0,3.691335740072202
89815,Benigna Gracia Expósito,benigna.gracia.exposito@ejemplo.com,1234,F,Bolívar,277.0,2.8971119133574006
77476,Armida Espejo,armida.espejo@ejemplo.com,1234,M,Santo Domingo de los Tsáchilas,276.0,2.9800724637681157
45016,Eloy Pol Narváez,eloy.pol.narvaez@ejemplo.com,1234,F,Esmeraldas,275.0,4.176363636363637
23923,Cintia Herrera Álvaro,cintia.herrera.alvaro@ejemplo.com,1234,M,Imbabura,274.0,3.7116788321167884
30225,Venceslás Robles Tejero,venceslas.robles.tejero@ejemplo.com,1234,M,El Oro,273.0,3.510989010989011
23421,Aníbal España Neira,anibal.españa.neira@ejemplo.com,1234,F,Bolívar,272.0,3.0919117647058822
63883,Mariano Castell Oliver,mariano.castell.oliver@ejemplo.com,1234,M,Carchi,272.0,2.8841911764705883
84641,Ángela Terrón Azcona,angela.terron.azcona@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,271.0,3.1845018450184504
112027,Belen Torre Casanova,belen.torre.casanova@ejemplo.com,1234,F,Zamora Chinchipe,271.0,3.4501845018450186
17378,Saturnino Nico Izquierdo Sanmiguel,saturnino.nico.izquierdo.sanmiguel@ejemplo.com,1234,F,Tungurahua,271.0,2.6642066420664205
23518,Genoveva Recio-Vigil,genoveva.recio-vigil@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,271.0,2.8450184501845017
111324,Gerardo Ochoa Morera,gerardo.ochoa.morera@ejemplo.com,1234,F,Carchi,270.0,3.6333333333333333
10157,Lidia Villegas Fuente,lidia.villegas.fuente@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,269.0,3.1524163568773234
13870,Adrián Horacio Paredes Cabello,adrian.horacio.paredes.cabello@ejemplo.com,1234,F,Santo Domingo de los Tsáchilas,267.0,3.593632958801498
108458,Pío Alvarez Corbacho,pio.alvarez.corbacho@ejemplo.com,1234,M,Orellana,267.0,3.295880149812734
115147,Dolores del Cánovas,dolores.del.canovas@ejemplo.com,1234,F,Cañar,266.0,3.994360902255639
58788,Wálter Martin Velázquez,walter.martin.velazquez@ejemplo.com,1234,M,Loja,266.0,3.691729323308271
92774,Geraldo Toro,geraldo.toro@ejemplo.com,1234,F,Morona Santiago,266.0,3.454887218045113
106549,Jovita de Zamorano,jovita.de.zamorano@ejemplo.com,1234,F,Napo,262.0,3.816793893129771
110346,Benigna Maestre Seguí,benigna.maestre.segui@ejemplo.com,1234,M,Cañar,261.0,3.5977011494252875
10754,Florentina Muro Malo,florentina.muro.malo@ejemplo.com,1234,M,Pichincha,260.0,3.3211538461538463
120917,Paz del Olivé,paz.del.olive@ejemplo.com,1234,M,Bolívar,259.0,3.3725868725868726
113722,Hernán Montesinos Márquez,hernan.montesinos.marquez@ejemplo.com,1234,M,Imbabura,257.0,3.688715953307393
130600,Olga Tenorio Castell,olga.tenorio.castell@ejemplo.com,1234,F,Morona Santiago,257.0,3.830739299610895
104511,Macario Vergara Palma,macario.vergara.palma@ejemplo.com,1234,M,Bolívar,256.0,3.466796875
68812,Cornelio Esteban Torrent Soler,cornelio.esteban.torrent.soler@ejemplo.com,1234,F,Manabí,255.0,3.488235294117647
130756,Jimena Arenas Company,jimena.arenas.company@ejemplo.com,1234,M,Zamora Chinchipe,253.0,3.2648221343873516
22963,Bernarda Mascaró-Leal,bernarda.mascaro-leal@ejemplo.com,1234,M,Imbabura,253.0,2.6620553359683794
108446,Ainoa Asensio Bayona,ainoa.asensio.bayona@ejemplo.com,1234,F,Pastaza,252.0,3.4384920634920637
